wallet_address,appraisal_year,eligible,zk_input_commitment
0x9ce7c6db2b9401402f8e0b1811f8101500a3ebff,2026,False,407f62d3ea0f0f52bd46e4831c369cf00c523d2f753e2f995e3df106b9a56dc9
0xb2a27faa0d4475e0d1af0912c8e146f22f280a4e,2026,False,bbeb4c6f8440ff1df4ffdac1b07fc717241c6f4e7a40371cede9c625addbc91b
0x2e0810dd9e993db3ad3a9d8f5699d87f90b02d14,2026,True,c164ac1c9698d65d02e6a819b152b1e860bdf4391dc491fdaa169010f7ea6d24
0x52583f00d78bc593a19553bbad1ee7cf2ce94c55,2026,False,96316318eed59239cd5e628a018483c648e32bb55273fe77830efff911ebf91c
0xa9e64ba0f0949288607bde471fda35d2ec671a3f,2026,True,69bca9c6658efe5c18e0af6bc16f4dd64ba42b0937461b0490099fc9525c6fb9
0x746a7979a70fc443ff39244876adde53b87df1dc,2026,False,990b99a204ef3586793c88a97334bc4ac6a79d81011ef4aa50812c7c4bd2752a
0x3cf16888cef51f334974a627a6ffc3fcbebe0cad,2026,False,bc2fe81044fd1396118dd367c9f196ebd26852f3658258ab976801affb9e86a7
0x6eb7f66ea5cf30edc07cc1b1a42be1497ec17bb0,2026,False,ad0fd6808efe99b451f5a75997f07e1e7eb4ae7b1786ea426c133ea897b77a0b
0x4a74234878b9f10e37ba40b258636fd8d718058c,2026,True,f1a93708a0dc4de4db07c860878c436c5ec438695c10ab1e47d57dc298f6c0b2
0x41bb362ee9bad17cc59dc4e5e24e8d01286d771d,2026,False,202f07fb0ddb33cd12193023426c7c90a8f24f40ecc1b0c6fd456d9f940ef7bd
0x1b5c864b0f93fa62e4ac8f1f8e4c38a8cd0165a7,2026,False,f3b5428fc3c97a39eb0ecec8ebf3fa5a60666b53e8faf3ce15d5dd5c2adffb4e
0x9694edf8f0c82fdef7c67d7e26c656230c901587,2026,True,5f513b8dda34acfc9eee4d7d33d3bb54aa982a4a396c9ed085de33d5ce00acd8
0x3491de4509b8ed3418f902ca28bd85e053a0cbd4,2026,False,7c4a1b83471efa8eaf4297a122ba3a373676744126234f1efc171f1226afe191
0x6803f3df08fa5b5ab86d8ea8b30f18bce6d1c5b4,2026,True,16ace3e92eb41145d47ff8e9131ce8244b317502ed829cbda4bc392ad07ad837
0xb4cd1bb4b1b430584cb3f3396684634fcc7dc790,2026,False,a16d18e014384d199575cedc99e0e090fd0ff025e183e0d4a591959e5899ce47
0xab63f54f9378645559017e030b64f357e7d10cc0,2026,True,2c8f851a945279abc5a89e7f4096ce5fc352b313c04dc369c5591480074efba7
0x75277eeb5de7d5fe8738fe01adcf098a4e5dca17,2026,True,1c9969eebdb8413103f178ff0417b5025bf57774bfd577a3389e8b077a668c76
0x4448c0732f5129a390881b69b21f46c9540945fe,2026,True,b3b8100a20d07574b405ed02c275fae4b83c5c675e5e66c5088703ffec381293
0x4c21d6d7e79aa765b71f45eb29f31d4bd8e88ade,2026,True,a49fe5e7d4b25dfe5b6a387adc544db5bb2962251fb179101f213a8e05f260d5
0x6f36007e429266591f3a592df950cddbfcdf5183,2026,True,eda576f8bdf237a693304fbc1ceaef1f14cd0c323fa53b6432c3262569ce72b3
0x0966f3e21c912133627179b4b814b268635a92f5,2026,True,e692d270d1fc77928e25defb6c0cff791d21128ad4728433d9a3610adb1ba75f
0x309dbaf116e48421658e62d7c7109f01a525d09f,2026,False,6f45ef0cab861ca24428dfa22e627de6b5a6d039a1b11b2abe0350846f102c38
0x91de153a33bc057efd29c37e697e8ec94a0031c1,2026,True,e89c88f6c46f74906cca41790d654db67c86ceba8a7d32cc165d3d8c6b314b4b
0x2f846a00e93d5988b493133d28e630ab52319b51,2026,False,3a33b19b0a75367fe14d90621f1210125512b619281186cfe5c5902a2825a6de
0xd100562214e8e1ac662cc517d791f69dd3af82a4,2026,False,7271177272c2ab20d6a18a2a37f7e14ade2a7a29ee56f3375ccc2710c1cfdbb0
0xeebed888c1a27b3764cac08e8b796d44c9b9bdf5,2026,True,a423865c67db70729bb5a6cc953276382775ea2ae5dc382cf9124b6322a93869
0xe39e75a5e3e04812d8ae310f6781f9f573322cbb,2026,False,b50c718919fec4f559fbeff2a1e653914685953ccdb51c590ee5b75d0812fc76
0x355d59ef6017deda67744fd552cd5fbb8b969465,2026,True,3f1b38a776515bdf2b8f3075eb6395e29e0c9ffd72f9cae7850c8f55bb865d32
0xf39ed7a910335c0b7cf678aa0b04856e03ce7e2e,2026,True,89ce58e271dd54aaa078f048f015ef56e73d3a30ada8a216b8f6fe7fb3bedf5a
0xd076d981f4fd8e915d42e8bca9d8f918ae253cc2,2026,True,8c5e628b34b00d36fa75fc884b5c6606bf1f1ec784758aefcdbe847dce110506
0x724741df27f0d9ca082b6d7d899bbaf11fea4578,2026,True,80146cce48cf2af2b08cac53cd4fcca9b731d614a7bcecd226bc07974699b08a
0x0d38605bd807987311144db59bf433376daad32d,2026,False,848b74ec75b184b7e411ec5582cfd28e830b5082f968ae05044b6ad33269f62f
0x03451f1ad85d40eeb2388fbb06a45e0d73b542e1,2026,True,b35ccf73f8b7aab82b7315d7ef94b794a2645414305af6a5cb41ab699b99a772
0x2b237e6773595f3090d9619baa91e89c9db0a7d9,2026,False,7185f044cf14830c68693d5f1b0ee7b756b2df4ddf7a4407af8499700b2b94ed
0x6141811b453edf942dcbedad3321efdf3dce4ee8,2026,False,e083dc99c57e99f43d8a9e4f9dfa70f3b80775cf113f47ab11446ec4a6b2b32c
0x9d88a5b9ecc49c893aaa02aef60b0d59c54d9ab8,2026,False,7f7712c5347e5201bce1456e01f42ff0401c375de786ebca7d8b968b3dcd28a9
0x26f25dd11d85e5e0fab5005c04e0b5c56db1fb79,2026,True,b5c29bc7b6e28b9f4d1bfd1c21dcd5a96a19a99b4f155bef7be44e29900b02e0
0x48040ae84943b4513a25554ec9c46bd22e12ff57,2026,True,fd09d1392d09be929e945693218a6546fc61c5850a25ceb6ef1be73d31fc111d
0xa636b95668f1a076e0c8525635d66b11ef10076f,2026,False,9dd9ee2bbdea0a61285f3f77f0ec94a22c80e531e8887c2b05ed8a3f1d93145e
0x8a57b375438bbf3587534d289464d6eadbdc029b,2026,False,7aa2108995c82d80a2601ed3676d2f83e3b0110dbd0c48d1698700b6cea4555b
0xe0a492fa691b152fc548a6b31af40a8231d9f6b7,2026,False,42f5ce40d7fc0836810579553b34d49fb5c47665bf90d752a2bc979bc5642c9e
0xb3f8612ad48f779372a87cf83e053c6bec59f895,2026,True,06c923efedd2e03dab27e9d94956441137b61636cc1ccbae0d9493b16bbe2dff
0xf7b7051793c615b982d5695f599e0ea69a851d78,2026,True,516a8b0bf170e10921129b7f66cfe8fa28054c406cbcc3ef0e86aabc7a0de69b
0x6f1473074802b51d363fec03fe06ba9f9c0d10b1,2026,True,17b371d8e310a18e72835ebfa32c59a6919aeb06cab33b821cd438dff574b76c
0x122e4d4d96d7fa47097538888e46dcbe68bce4a0,2026,True,f682bdbb6330d91e32d611cb409a7d27f43b9ce62af4653c2014a16302aa480f
0xfc71d8f9277909e3a74bed66adefa09490b9431c,2026,False,e2f07d004c5476c6b7d7d0be2f500968b3895f73c502b335cb584f8551ded0ca
0x3e310461f7d5b0f0bbb5f4cedff1db9d95fefde5,2026,False,40c737178708061ffe627e945acde6de05f0c51c1940c54c38e55cdf745d9b8d
0xc609d69a4b3a12c5faa5745c78e245ab665dff83,2026,True,5778212da50bcce1bdb0113517f0facedced13bab4eba4a1a1427ba28387d1c7
0x43c079cf124915295ebf630085633699bf2161b4,2026,True,e4c02b745146f2da5a498b0636c61cd8c84df6fba4685d88b787ffa9f34d7d33
0xe21766720656fba84a4d10a233484c0347bf5e83,2026,True,745a6ebcad689baf626dc53edde10fab392b9989d8f83ed2739488a2cd213279
0x1729cba5f46673973e036b8a7593f9f9d0e5c81a,2026,True,59a0c7be627094e3513d347260bf37f3281fa6f590ac4163f570bb71015b1374
0x6da78d67b19a7852ef2539ed2b8eb418ad96bab7,2026,False,b793e66148c816ecbd084b4c3845ce4c161293a04dd9272427213ea89f374308
0x7cf3341998a1b548ead4fc42f6bb8e71c72c42ad,2026,False,54ce84d63b9b7633ec72855a2e16cd07ec46e3eca525795f2a6936d2eba8c86f
0xaccb227d184d5e15565196e8fe325547f3aa3f48,2026,False,62f84fdd5d6c1669f5d9d0d4350d853ad3391a6ef72a07f5617d56f353d14666
0xc5a5fdb5c6e625b1d27990b390033380415124ca,2026,False,84654237610e6e7682fa518a9f37c68f00a08645064e6234bac228780d918876
0x02d836b6f7983f4ee60b3970f22090a804878abe,2026,False,07f8f5f97ddd10532bced662c932bcafd051c50303fceafe0f301fe1a815316d
0x0cf4bbe372368967a47e7f5cb03b7d16df3d389d,2026,False,94ee1b0d28bb4ee773a246835e64732ba6e0d4aad94ebcfc25bab1e5040a7174
0x5bffd14bf57b6ef81650db0842f508e907625066,2026,True,cbed03678d09ddfc77cd5bf070c7d86303017fb106e9341dce7c8b4c9fd2c2b8
0x3dce08209bceaba7fcf081f957d7ee910d92c03b,2026,False,f02baf89ed3c6bb2858fc87fc814ecdb022d3b29241515b08933ba7289699a62
0x5596335d77e94ca6e8f8164729bf19e702b64e21,2026,False,743b3079ac1b14f69f6808a63e55d8f774ba9e558d2c60582d66af7c1cc458c4
0x10d16c82e0a2ef29935293319a04c1c200ed4eda,2026,True,d47c93fd813c884653a222ab14686fff43aab137238ac3ef4895e173857367dc
0x2b1af4f908e243862f6f47fda5fbf380b55e36df,2026,True,58646892f8f33a16feba8be85757abe374c51a8f0cb24af3318d66431e4fe651
0x78b3fb6c9c99e8fef1dde569c1321319c26e5c68,2026,True,8b02f0861d1a90d80de01262090fb522f19384594c950911e17af6005275f9f8
0x36f52e50bdcb528ba72005c72167f5ed4c9ef408,2026,False,65add94a6639b0f2d37ee4d71f73c7ceb1f1892829443401e993bfc575cecb24
0x866c0dad6a6aa99750906c301955ffcf39bb1fe6,2026,True,c6d76369da2d3c3251e4dee887837a9ded7497b4dcbe1f50885e83492fa2de80
0x8ef57c1f9336cf69c989f091c3e7a5ae7e32257a,2026,False,f6c449d7df7f339558a956d76ec1c7eeb73108a36fa6cedc2d6e9a078c51a8c9
0x38d2cce066905b6afe60002c413c2eb6e6b820f8,2026,False,7f15c9ac7f9796b06f0a9ffb7a240e86196db3c17b3be07cad42ca0588b8fec3
0x758bddb641ffd990fd986c24b1b2fb202f57662c,2026,True,83bdfd3f9bc1998e82d1eee6ec3e0c3dc5a8a289c6b85fe97871e57d76882783
0x441e3fa3fdf6293fbcfb953a81ff4b78bb578cd2,2026,False,98031ec3a7a4f6ccac3529434f755673b55f39bbb41154be2134e3de58195280
0xe4fa4e3b14845286e29aca04ada331e64ce2fe39,2026,False,d0c9d8dd7802af0a411db08d60a065ecfb241e80084e11a12f9fe90217a8c669
0xcd64152c995831e4f1e1c302b801e7ca4eb21539,2026,True,81a8c1993202c8ed1dd7fe3ca98f312f8f819a0163140eda1361e49e7e24d068
0x55e4a18efee995b3b4aab331eaa2dfb926a08566,2026,False,c635d6c11cbffa45b1a7613b94028d4136d6dae86a8298ab2857d75de6d8668e
0xccb348d08f84d1d3fc9057d0d98a981c9e146739,2026,True,d3c2ce129aeb3daa365f76894103bea6d16c24c1bc8a59fe4fedf6b46825e11e
0x1dfad0305c4d8596fcdacbc1ac6270dd695e627e,2026,True,f1f362a2816ef9f8e43b15c51d2697bdeb920056859123add736e8bb2ffce6ab
0x796259ecd99d11f6606add80ad08ce7a75911c5c,2026,False,8bd586c86cc590c515be56492627bc7bec18de2bdd53d42486fb5ad880050730
0x46af7320dd067d2f5c2932d8ee059d919a159935,2026,True,16cae8c5ab452d46bdbd5d83f2d0a890eb3b55b5fdf6bed76ef4019aacbe53a2
0x042065758dc29f3a26a95bf6e147fdd25959edfb,2026,False,674b649431cd88c4583dea8a308bc6c01372df8799b1e6f36bb47f6d508f83ed
0x21ce4defe633080bf065c1ffc6e3baf20fcf436c,2026,True,58cdacd9da4fe9a6c3442452a0f4f02100b4da224059229f57e1cc202e9588e7
0x3ed80fdeeaa4f1f1f83a0bd2f15a70a03d9c91cd,2026,True,521d0803599a529f456f94c0ad016c3f5f4907e1d8c7a0c8d3c7a83618cd5063
0x55dfc38bbe94dac33c78ba8f737e080f91405371,2026,True,55479ebfcc8bbffe91e34f25e48758552022fd5d2a7d4e35b24a2445cef0c2f1
0x3d85405f5ca79d269d73c24259611b2616fc3866,2026,False,6a6559f3ce41ef24d971dcb9973c6a62cf75013bc786f4176c4dee2bbcbae4e7
0x8b1db9c52a0bcbafd5e55226c8dda4faedf82768,2026,True,a7e43ee1529dc50f2d30946839e419929afabb5748bf7db655e63c7718de1868
0x7f660d07a7e693f51c083c142adf14739e7f3abb,2026,True,ad5420c0484a3382af99e78a9f18eea07938fe10d8b7ae4ba4ad63078c78ebba
0x0aa2d382eec384ce4d80a7347a95c1d0835eaa0b,2026,False,4427094d3e63b0e26f7c2fa63ed028ffc9b824bd2593a2ca5de2ccce0c90af3d
0x8d367141f6aee37fd29a62667c4ade99a0179786,2026,False,97751416b5682e2f30845a5b18f51e20a9698f778160328ce4a476361a788b22
0x03a596f830b1639dc4835be88caa2cc02cc051c8,2026,True,9087454a526db5b3e01d780727dd58d765d0be692ff5f8d05ff40ed4909d6468
0x70d5cf03587f1dd04689d54543bb281afe1fcc14,2026,True,3a589c74fbcc5f1d9b85e239803a6acf7cd2a85dd8a1631520ec96816b7347fd
0xa11c8a682268b7d1337f6ed569a0a667a5c43605,2026,False,faf929365aafc2ec5e38009c583dfadcec3b269d771e65aa7c5bdc01f9d16339
0xb18ccafc0e0667160e05f6a1f2a080283df8ed4c,2026,False,12718564abcdb39814842f55712a4741d26673eb8b7c361224028fb2c46fef4a
0x49dc038680294219e4b76d73836a848190ed7210,2026,True,51e4242b383489d942628f2affc73afb17c2c7a0c9e93389494e1df17caf60f6
0xb2292660369ee1265b95c22347ba981ee7e84efa,2026,False,1282a0b8525f9298e069555c7046c7605d64333dcec0e60cb3acbb21c14f98cf
0x8932cf9338869b3b40657e119b810aae8bfae59b,2026,True,5f01743f4842f492d06dcec8920fa0eab2cdeb9d10900f368df2065363c3fcd3
0x726843bffb93979e909d484583ecb3e23fde1094,2026,True,69e5c253bae67b1b612cf47432e920fedeef895725b4549d2c39f5718b7614fc
0xbf8c7116ad98ee1c79c532d41876e947c8306497,2026,False,e9e0ac2459839237c2f5cb6986f0b5ef516362ff251947d13551b76d15ccd69e
0x193ff6b26887a52ae1c6aa2e986666e349c3ddfa,2026,True,7a914b292eca770bbddd6789896059e5b3c6f7128477901f9b7bc111afb566ca
0xbd4c267c9d411349f227ff9fbc635998f33effda,2026,True,3b8fae7fea4038fef1fbc19cd2eaba4d134d02ae52fa50ba852441d7ed9d6042
0xdbe65f3dad888314a4b296e5adc0c7f5740954eb,2026,False,c362b417207b90b85e910dc1f0299faf44f606d5201deaaccac7571dfd10e2ba
0x2ae8f6653e38e62c80bf7ab28bb0f1fd63339f93,2026,True,03fb90e9ff2850e877d2e5d0cf3a15281d1480d4ef344c65d88b9e9b32711283
0x9112ec5eae8f5ad67db3d20e4eae226ce47759ae,2026,False,7213ed8de75015423f7b49c5ee2e3bc43c62eaaf21fd9d65b9a6a3813f8b0eab
0x3bd134bc1a91e5d91f40c31526b4ee98f8a4a201,2026,True,f13450fba5d5807c84e6d1aba4667156c668b828389bb446e18f6471790652eb
0x4ada6a45a3115da1a59536b803f140d6c762e898,2026,False,af890c54330cb6c17d7371691d4de445991168f02d813829b0280e2b35662b8d
0x7da9fa32c2138412090ccc13a2445ed917e997cc,2026,True,7733ddad2514119063fbb5d4e0f9f28da2df0b8f8b3522326d90fbeee51e743b
0xe475972ad2cea8534a5642ca65d753d098d4f959,2026,False,35c864308a707ffe9b5b0b124ecb95911dd34e3210b203974bfb746561d4ff2b
0x6310c6a4aeed8073cc52a95efbb4543754f88616,2026,False,d06226def2b2142326a8e0734b4b5251219cb2b9d815154f6444ca0ec2512c91
0xe03d3ec8d5035f8721f5dc64546e59ed790dbcb3,2026,False,3d63f771c1236abdb47294d00aa1feeb8f7fa0756723c8de182f729b9276897f
0x0d8920806c4f35c83b6d14e7cee38c3f6d332268,2026,True,742b91a8f7c3442c141da34446ac5c38414829c0ce064461910ddaf42583c4bc
0xc2b3b044edf521e7d86317941519461ac20523e1,2026,False,20cd5321252eae3aebbc16ffe0ce74f115af6bdf6ff19d1539c0b125dbd6c295
0x5bd1cdb8061e9db87bcc8e40f8841ba4a1a336de,2026,True,7e419022afc63a80b4c5c54e92527e2ce1f2a507e0c066708d5100dadffd6ba8
0x467ed9ed183239c0372fa89de4107f6b8891df36,2026,True,716f10773cdb97f22f5d8c1ee070c8ef3c5d8b569447af2cd1dd2b9ea7ce9eb0
0x07930cb1630d1fa7619b50ca47649598825a4bb4,2026,True,0cf73a529b9c10ea619149a6e660286738a05f50504b2ac6a219793fa94995fb
0x0b26e9546c549815df9cbb5618f6f5b8035fcbdb,2026,False,eef6c4f12863e782d6bb0f44aa9f2a4e72c1ed131fa4d72fa086bca4f695aa77
0x3ecb56700665689ec10499d96bc69bfcf5d8621d,2026,False,c0ab4bd08141cfffaaae816d66e7ab654c5b0b0476b48f2c2ce965881f0d45d4
0x00dd0386ca1d9bf6aa7fd5c2f16a36169da906b6,2026,True,903b00dae5e73c1a41a39c24f65b97e7d8f74fad33ec4edd2d72b0f959f0478b
0xf749619e932b659e813ebb0a18bceff50bf96df7,2026,True,bdbdcd35c57c178e6e43a62e2752d29834078babc2a1991ec60e8fc4f4144119
0x2d17a3c762154129d59824c0f8c40378fccd08ab,2026,False,6a7af37ee3674ff18b07f5802cb6f627dc8e6fb68de4c7d8b33e27374ef5417b
0x5c05a5a5c357bd65b636dafd550ead894890aca2,2026,False,f0b798031280b35df28a61af97de1c7415dc621c9fc0c9826f78b1aab1f4e9cb
0x2a3091b1fb8ba514f9b127ec38b5f0cbb4da4979,2026,True,11c645205f6427549e2130358386e238c43a7b0745ec481bed0b99e82dcf5367
0x80bcc0a94a5cd844f653695c19cdac1c0de69844,2026,False,fdda7413443ec6a31ad1cc577b2237dc171bf724a31f41e84ab7cf5ce9915bf8
0x281f42be7c8f196ad3cde6a3a2ee6f78e0f28543,2026,False,1a3200102404b1d209f42db62fa49124a0117f79713fac8b8fad6b3814db66b6
0xa32850b96e893e560e22cde42c1b5b98d053ba3d,2026,False,2553f43a3014df93f8a9fc17ca98ff9646f223e1e85f0d3537429efd3cbe6a84
0x7c4c8bbef6f2f1c058d15d463bf8b589858ae1e5,2026,True,9f7f7e8c5dfc84edb6a74939413bbcb42379abd49f54701cb3510a822b3c4313
0xe45de1cf53244f90346db8e081068121be1ef165,2026,False,d792fadc6e520966dcdc198c16cffe243bbc55518f33678975021110c44bd06a
0x879e2ffcdc581d539c8164bfa47ec00baf5d6138,2026,False,4a8c8040645957ab752d1b768b86e92712e52465e154b5521e262031b8122d72
0x9ae6e8863809b5dd9f19b05834a8b9ce6847bed5,2026,False,133d87163e4739492cc1198e6accfb0712bbb5e1b0bbe6828a7ec09330d21c7b
0xa5b193e323f46f6683d45f9f414232e397fc210c,2026,True,b42ec049f04149e32ebefb026635c100b5f186ef00d1fe08544b264f2b7ed2c5
0xc4183f99f20c9d7a900acd614718789b213f1e66,2026,False,635952d2a9f8b20fc4afe494706ae6305da868f44eb35c768e653a2ae20947e9
0x3b710148abed915a922a79546a75a4adf7dc5d6c,2026,False,3557cf012a08ff2778c0ba251cf39ac54b275b9a35cc0b06a9229f71a189243a
0xf1732bea15abc2e8c4c45e45f2021a516ae579c2,2026,True,ab0be4d04e7215310c6e15a1178e0182ef3b5b3623d30e474dc98746130b50f6
0x0ab8bd2957a28953f451764b35dcd029758cca9d,2026,False,055ac4a7bc1241a5f3f4b5259d7df02832e1ade9e3eb5d04e88777847bb61ea3
0x38174f087dd7c5d85e31a006807932470c11b4d0,2026,False,b4fee0b93a312057c835c5efeb3fe5ca433595d923c61c35a83cedd4622a22d0
0x90e79a11a57ebd2196c32d0246f4e8910827c73f,2026,True,322b9293a3bf4fb39caf77558c8aacc78e3621bf8706c91d75ab143233ae1794
0x22a1511a5c884111bf2a1004c751264336048928,2026,False,38323245e10b219e619acc716f00c35a2c5b89295a5fa36540e2ff1ea3dfea5e
0x31eee75059ecb77c53d78e0444df30d5cf9707ac,2026,False,d5ba665206baed6164443530bc3c292ac0f11bda4a636eb811641e4ab80c4c30
0x2e857e72bd531bf5f84fab09c6206306a553cc80,2026,True,d75e98b1a0fd64157fb22d5003d6ef42d97022aeb8b899dc358fc68862d6858a
0x0f7e903226281dc7b36980b3249b9e28e7b4eaea,2026,True,3b31c63a351558516c076b9f6282a8784d35ea3c9a4527b6d649af070379afb4
0x0fc0316012db29a2e6b6e73311997dcfb39f080b,2026,True,482ca367840741fa093093c8cc8c5f46b61066b1c9bc76a46044eb701a0c2a56
0xcfac4c757cce4445d5f6062bda0f2549225fe39d,2026,False,73f987adaf618c4139cbdab0d9b8351d8b5383d36d596161f1c317311babe5fd
0x5834f529673b89201df7ca6775c19b7737c420bd,2026,True,a32709d58cda19801f952e7c7ef233e6cd2b79a393045e5032959c7cb9bb17a7
0xceca4fe4b87380f8b0f6d6aa7c82d6d25b22949e,2026,True,e15a3e211a1abd12fab9d9126004fb4832d4c7dd89023e4479cd56d66135999e
0xe6381187f42fd410ba388429f06a06fa9997d2f1,2026,True,dad8f75918bf0c82fc247c4e1a884487c48065e079c7ae3d2f70e78f152e3a61
0x0156399287b66376593a70df4134b634422dda9f,2026,False,240e5e73768cdf17a5625704c3d532caa01c2744038c5080277bd10550cdfb17
0xfc581b0a8ecaf2bbd6a942240d3a7234bdfb5020,2026,False,ef94f8ffb7cbfc485d32f4f741cd7907b05e3060790f57a573283c4400872a1e
0xaa21d3736ecb49c2163ec3d300d86e010c05a5e9,2026,True,35b7ba11ba9f35d0e9ab6089930aa9236ad633fbd62e7674dcc58ead5ce8bbd0
0xa8da57d953b5b240fcd0c62969a3e7f178cad063,2026,False,79d1e6d5c79ee948b2550702ac3705cb7928f528cb09a63378b8eab4e80c9be9
0xf2c064ee2643f43121908b0f943bb162dee2bfb2,2026,True,0e9a876fc18730748b14b05de4160fbcfbc6cbc27e67508af7225a1396bb846c
0x10024904a025f2215cf87f5704b77a3674dc1d2f,2026,False,d149ffc99f37ba850c0bee6e2535b74946f6a356cb2e75de740a2a74656f4882
0x24ccd5ae2957a625c71ac388761ef5b4b3afc71f,2026,False,611e3772d834773a809b0ff740e6566f8ad8c6c674517dbee3c0dc7dd6900d90
0xcdfe5f1b804c442a39a89f33204ebe288cfa2f9c,2026,False,8fc51a43c1bc246be946d33a323bdb97fd1bc95b0a4753751af2e86371b311e3
0x15487c337143749f1a108852954cb9029c4026d9,2026,True,645b12c44868d8ac5cf04868b7f4f22f57da0925d944963d53a9ea430f2f7fcd
0x406f4a58ed8d9f221ae5ddf2cea92a835da07f48,2026,False,884518a7d59a54fde36488e1ec970ae6f0fdf78c3a5058217e75b6c0b8fadefa
0x3b7a34a557a5ed15581f082f773752e5760a2b9c,2026,True,b6eb25f3977d6489a28ad653b34bb2dea8796058db866ebc4c0916e31fdcc823
0x82b899e8a10cb43552dc3a34808dafa60b3bf7db,2026,False,d8ba6ef5ff1392da6294407995c083fd551e79a60c783821232e59b0b3ea3139
0xb75074095c182f926f67c6fdee7c6a5c61fe36de,2026,False,4821cd381592e70754d42cf558d52686b61012f3de658065b704716ef9b0dd38
0xae005f9bb7ef197d6ed93a2e45427768f94f4266,2026,True,12cad5f4854bea6cef404edbc7d3b17d7cdbee6a6bf1d5a3258f7d7a82791458
0x7e1faea85a999b2f380528a48cfd7bf384dd7089,2026,False,7d82f99232b0a7d8c0c507650c794e8fa9b1d6106abba2ffd0280fdc70df10f5
0x7313ad04c5d1273def09c9aabcd17644e3fd4dc3,2026,False,8d7c9d801915c960aa590a9b67bb24a75592db99ada14c093e8776cc52b1a076
0xb4bdcaecd668c0d9f8079c8f62f6a7f50a8ca675,2026,False,f514715962bd4888e0151f4f5c30fbad0422005600abaded32dd9491d83c4ab3
0xbd6e686b5a113438914c75e73f2bf5b429922e66,2026,False,4b0eed467839c90704da866dd68f6021f0741763a443059bcd50785bf2844cbf
0x4c12c44b13995427f7aa4ba4bf347c8ab28e9a44,2026,True,20831c3b6b4645552fd4aed347e52c5cfae1e9f24825dfbbe8c222c8a09e96ef
0x5ad7033e9610233e7a895a849e26a3e6d4cd0380,2026,True,692b2381ca9ad14335b69f132a22fedc1ef6782d2b31a93f1fceac5500e13950
0x9bed09802650a2af3809e33cf64c5c8bf9c50e84,2026,True,463ca3ebbdb059bd362bfef5491793e774a09b614bfd501d7f5f8adfd2004c33
